destino,actividad,precio,descripcion
Mesetas,Rafting por el Cañón del Río Güejar+Senderismo+Tubing en el Río Cafre. Más hospedaje,$820.000,"Conoce el Cañón del Río Güejar con este Rafting + Senderismo + Cascadas + Tubing del Rio Cafre y hospédate 2 noches y disfruta de 3 días en el municipio de Mesetas Meta. Nuestras cascadas: Charco azul, Arenales, Paraíso de las cascadas, Maravillas del guejar y Telares del cristal y san antonio. Durante esta actividad te sorprenderás con el agua cristalina del Río y con sus impresionantes tonalidades verdes, Además será un plan en el que disfrutaras fascinantes paisajes en los que podrás apreciar la gran riqueza natural del lugar. Algunas de las actividades que llevarás a cabo durante tu experiencia serán: Rafting por el Cañón del Río Güejar. Visita a la Cascada La Escondida. Visita a la Piedra El Titanic. Chalequismo. Tubin por el Cañón del Río Cafre Visita al Salto del Conejo. Avistamiento de Aves. Por otra parte, te hospedarás 2 noche en cabañas rurales ubicadas en el municipio de Mesetas, Metas. Podrás elegir si deseas hacer la actividad y después disfrutar del hospedaje o si prefieres hospedarte y al otro día hacer el Rafting por el Río. Adicionalmente, estarás acompañado de un guía durante todo el Rafting quien te dará las recomendaciones para hacer la actividad de forma segura, y para tu tranquilidad, usarás equipos certificados para llevar a cabo esta actividad. ¿Qué esperas para vivir una experiencia en el Río Güejar en la que te conectarás con la naturaleza? Reserva tu cupo con nosotros ya. Precios y descuentos. El precio por persona es de COP $820.000 COP"
Mesetas,"Rafting por el Cañón del Río Güejar + Tubbing Rio Cafre + 1 Noche de Hospedaje desde Mesetas, Meta",$520.000,"Experimenta dos días emocionantes llenos de aventura y naturaleza en Mesetas! Comienza tu viaje con una emocionante sesión de rafting por el impresionante cañón del Güejar , donde te espera una jornada llena de adrenalina y paisajes espectaculares. Descubre la majestuosa cascada La Escondida, la imponente Piedra del Titanic y más, todo mientras te sumerges en la belleza natural de la región. Al día siguiente, prepárate para explorar el fascinante río cafre, donde las aguas cristalinas serpentean entre cañones exóticos, ofreciéndote la oportunidad de navegar en dona o tubing y sumergirte en un baño recreativo en medio de este paraíso escondido . Con un guía calificado a tu lado, disfrutarás de una experiencia segura y emocionante. Desde el delicioso desayuno hasta el confortable hospedaje, cada detalle está cuidadosamente planeado para que vivas una aventura inolvidable. ¡Únete a nosotros y descubre la belleza colombiana! Algunas de las actividades que llevarás a cabo durante tu experiencia serán: Rafting por el Cañón del Río Güejar. Visita a la Cascada La Escondida. Visita a la Piedra El Titanic. Tubin por el Cañon del Río Cafre. Chalequismo Avistamiento de Aves. Senderismo Y mucho mas! Por otra parte, te hospedarás una noche en el casco urbano ubicado en el municipio de Mesetas, Metas. Adicionalmente, estarás acompañado de un guía durante toda la actividad quien te dará las recomendaciones para hacer la actividad de forma segura, y para tu tranquilidad, usarás equipos certificados para llevar a cabo esta actividad. ¿Qué esperas para vivir una experiencia en el Río Güejar y realizar tubbing por el cañón del Rio Cafre donde te conectarás con la naturaleza? Reserva tu cupo con nosotros ya. Precios y descuentos. El precio por persona es de COP $520.000."
Buenavista,"Vuelo en Parapente de 15 minutos en Buenavista, Quindío",$140.000,"Conoce el hermoso paisaje cultural cafetero desde el Aire con esta Vuelo de 15 minutos aproximadamente en Parapente Biplaza . Si nunca has volado en parapente y quieres probarlo, lo más sencillo es hacer un vuelo en un parapente biplaza, con un piloto calificado y certificado que te acompañará durante la experiencia. El biplaza es un parapente diseñado para llevar el peso de dos personas, el piloto y el pasajero, sin necesidad de que el pasajero tenga ningún conocimiento previo. No hay limitaciones de edad o físicas, basta con tener la capacidad de correr algunos pasos y tener unas condiciones de salud mínimas. El despegue es sencillo y de este se encargará el piloto. Tú como pasajero sólo debes seguir las instrucciones, dar algunos pasos y dejarte llevar por el parapente. Una vez en el aire irás cómodamente sentado en el arnés hasta volver a tocar tierra. ¿Qué esperas para conocer el Eje Cafetero desde las alturas? Reserva tu cupo con nosotros ya. Precios. El precio por persona es de COP $140.000"
Bahía Solano,"Tour completo de Avistamiento de Ballenas en Bahía Solano, Colombia",$295.000,"Vive uno de los espectáculos más bonitos que nos regala el Pacífico colombiano en este tour completo de Avistamiento de Ballenas en Bahía Solano, Colombia. Entre los meses de junio y octubre la costa del Océano Pacífico colombiano se convierte en testigo de la migración de las ballenas jorobadas. Una especie gigantes de animales que te maravillarán con su magia y su grandeza reflejados en sus saltos fuera del agua y sus canciones tan profundas como el mar. Al elegir este tour estás apostando por adquirir una perspectiva interdisciplinar, donde la investigación científica, la cooperación con la comunidad y el compromiso con el medio ambiente funcionan como pilares de trabajo. Adicionalmente luego de realizar el avistamiento podrá realizar un recorrido por el pueblo de Mecana , visitarás la piscina natural y realizarás Tubing por el río. Recuerda que nuestros cupos son limitados, así que no pierdas la oportunidad de reservar este tour y acompañarnos a en este espectáculo natural la Ballenas en Bahía Solano, Colombia. Precios El precio por persona para mayores de 12 años es de COP $295.000 El precio por persona para menores de 12 años es de COP $250.000"
Bahía Solano,Tour corto de Avistamiento de Ballenas en Bahía Solano Colombia,$205.000,"Vive uno de los espectáculos más bonitos que nos regala el Pacífico colombiano en este tour completo de Avistamiento de Ballenas en Bahía Solano, Colombia. Entre los meses de junio y octubre la costa del Océano Pacífico colombiano se convierte en testigo de la migración de las ballenas jorobadas. Una especie gigantes de animales que te maravillarán con su magia y su grandeza reflejados en sus saltos fuera del agua y sus canciones tan profundas como el mar. Al elegir este tour estás apostando por adquirir una perspectiva interdisciplinar, donde la investigación científica, la cooperación con la comunidad y el compromiso con el medio ambiente funcionan como pilares de trabajo. Recuerda que nuestros cupos son limitados, así que no pierdas la oportunidad de reservar este tour y acompañarnos a en este espectáculo natural la Ballenas en Bahía Solano, Colombia. Precios El precio por persona para mayores de 12 años es de COP $205.000 El precio por persona para menores de 12 años es de COP $182.000"
Bahía Solano,"Safari Marino en Bahía Solano, Pacífico colombiano",$231.000,"Acompáñanos en este Safari Marino saliendo en Bahía Solano y disfruta de uno de los mayores espectáculos que ofrece el Pacífico durante el periodo de Agallona: La migración de Sardinas. Las Sardinas son una especie de gran importancia ecológica como base de la cadena alimenticia. Es por esto que durante su migración, atraen cientos de animales cómo peces, delfines, tiburones, ballenas y aves. Así que en este Safari Marino tendrás la oportunidad de avistar la diversa fauna marina que atraen estos pequeños habitantes del mar . Además, apreciarás los grandes cardúmenes brillantes de Sardinas que nadan sincronizadamente. ¿Te atreves a acompañarnos en este fascinante evento natural que tiene lugar en el Pacífico oriental entre el Golfo de California y Perú? Reserva tu cupo ya. Precios El precio por persona para mayores de 12 años es de COP $231.000 El precio por persona para menores de 12 años es de COP $189.000"
Bahía Solano,"Tour cascadas cerca de Bahía Solano,Choco",$74.000,Acompáñanos en este tour a a las cascadas en las cercanías de Bahía Solano y conéctate con la naturaleza en dos fascinantes escenarios repletos de fauna y flora: la cascada “El Salto del Aeropuerto” y La cascada “El Chocolatal”. En esta actividad entenderás por qué el agua es el elemento fundador de la vida para todas las especies y cuál es la importancia de preservarla para el desarrollo de la vida. ¿Estás preparado(a) para visitar este espectáculo de la naturaleza con nosotros? Reserva tu cupo ya. Precios El precio por persona para mayores de 12 años es de COP $74.000 El precio por persona para menores de 12 años es de COP $74.000
Bahía Solano,Avistamiento de ballenas en Bahía Málaga desde Manizales.,$650.000,"Ven a vivir uno de los espectáculos más hermosos que nos ofrece el Pacífico colombiano: el avistamiento de las majestuosas Ballenas Jorobadas. Cada año desde julio hasta noviembre estas increíbles criaturas emprenden un asombroso recorrido de 8.500 kilómetros desde la Antártida hasta las cálidas aguas colombianas, estas gigantes criaturas te maravillarán con su magia y grandeza mientras saltan fuera del agua y entonan sus profundas canciones, tan enigmáticas como el mar. Todo esto lo podrás disfrutar en este completo tour de 1 noche y 2 días en Bahía Solano saliendo desde Manizales. Algunas de las actividades incluidas en este tour son: Traslado desde Manizales hasta el lugar de avistamiento. Alojamiento. Alimentación completa. Traslado en Lancha. Avistamiento de Ballenas. Asistencia Medica. Recuerda que los cupos son limitados, así que no pierdas la oportunidad de reservar este tour y unirte a nosotros en este maravilloso espectáculo natural de las ballenas en Bahía Solano, Colombia. ¿Qué esperas para vivir esta excursión a Bahía Solano y disfrutar del avistamiento de Ballenas? Reserva tú cupo ya. Precios y descuentos 2023. El precio por persona es de COP $650.000."
Bahía Solano,Tour privado: Avistamiento de Ballenas en Bahía Solano,$2.200.000,"¡Durante este tour Privado, la elección es tuya! Tendrás la oportunidad única de personalizar tu experiencia. Comienza con un emocionante encuentro con las majestuosas ballenas jorobadas. Luego, elige cómo continuar tu día: 🐋 ¿Quieres explorar el mundo submarino? Sumérgete en las aguas de la bahía para un emocionante Snorkeling rodeado de peces y vida marina. 🌊 ¿Prefieres explorar la naturaleza? Descubre la impresionante cascada de Nabugá, un rincón paradisíaco en medio de la selva. 🏞️ ¿Te interesa conocer la cultura local? Adéntrate en la comunidad de Mecana y descubre su estilo de vida único. En este tour privado, el tiempo es tuyo para disfrutarlo con tus seres queridos. ¡Crea momentos especiales y elige cómo vivir esta experiencia inolvidable en Bahía Solano! ¿Estás preparado(a) para visitar este espectáculo de la naturaleza con nosotros? Reserva tu cupo ya. Precios El precio total para un grupo máximo de personas (10 personas) mayores de 5 años es de COP $2.200.000 * El cupo máximo del tour privado es de 10 personas. ** Es obligatorio saber nadar para participar en la actividad de snorkeling. *** Si pierdes alguna pieza del equipo de snorkeling, debes reponer el valor total del objeto. **** La actividad tiene un costo único independientemente del número de personas y su edad"
Bahía Solano,Experiencia Inmersiva: Convertirse en Investigador científico,$386.000,"Sumérgete en el emocionante mundo de la investigación marina . Descubre más que un tour convencional explorando un mundo lleno de secretos acuáticos mientras participas en metodologías de investigación de vida marina. Acompáñanos en una jornada que te permitirá conocer y participar en las metodologías de trabajo para el estudio de la vida acuática y conviértete en un investigador a bordo de una emocionante expedición de día completo en alta mar. Si alguna vez has soñado con vivir como un biólogo marino , esta es la oportunidad que estabas esperando. ¡Aventúrate en una experiencia transformadora que alterará tu percepción del mar de manera inolvidable! ¿Estás preparado(a) para visitar este espectáculo de la naturaleza con nosotros? Reserva tu cupo ya. Precios El precio por persona para mayores de 14 años es de COP $386.000"
Puerto Triunfo,Tour de 1 día a la Hacienda Nápoles desde Medellín. Pasaporte Safari.,$269.000,"Acompáñanos en este Tour de 1 día a la Hacienda Nápoles saliendo desde Medellín y vive un día en familia lleno de aventuras y diversión. En este Tour, visitaremos La Hacienda Nápoles; el principal atractivo turístico de la región del Magdalena Medio Antioqueño y uno de los Parques Temáticos más importantes de América Latina. El Tour incluye el Pasaporte Safari; el pasaporte de un día más completo que se ofrece actualmente en la Hacienda Nápoles, con el cual podrás disfrutar de las siguientes atracciones: El Parque de los hipopótamos: Un lugar donde observarás, de primera mano, estos hermosos mamíferos y conocerás más sobre su hábitat. El Santuario de fauna: Una simulación de la sabana africana, donde visitarás la isla de los micos, el lago de los chigüiros, el santuario de los elefantes y de los felinos. El Parque Jurásico: Un lugar cargado de réplicas realistas de estos animales prehistóricos. El Museo africano: Un espacio dedicado a la cultura del continente africano. El Mariposario: Un mágico espacio donde podrás ver de cerca diferentes especies de mariposas coloridas. El Mundo de las aves y reptiles: Un lugar donde podrás aprender más sobre la vida de estos animales. El Acuasaurus: Una divertida área del parque donde podrás disfrutar de toboganes, piscinas, ríos y zonas de comidas. Octopus: Una enorme atracción acuática donde el protagonista es un gigante Pulpo que se acompaña de toboganes y divertidos chorros de agua. Río Salvaje: Una atracción en la que te desplazarás en flotadores por el canal de un río y atravesarás caídas de agua que llevarán tus emociones al límite. Las Cataratas Victoria: La atracción más grande del mundo en su género, que se compone de ríos artificiales, espejos de agua y toboganes. Las Cobras: Una atracción acuática compuesta por seis toboganes que son custodiados por 2 gigantescas serpientes. ¿Qué esperas para conocer el Parque Temático Hacienda Nápoles? Realiza tu reserva y asegura tu cupo. Precios y Descuentos. El precio por persona para adultos y mayores de 3 años es de COP $269.000 El precio por persona para niños de 1 a 2 años es de COP $180.000 El precio por persona para bebés hasta los 11 meses es de COP $20.000"
Puerto Triunfo,Tour de 2 días a la Hacienda Nápoles + Santorini + Rio Claro,$540.000,"Si eres amante de la aventura y de la naturaleza este tour de dos días al Parque Temático Hacienda Nápoles y la Reserva Natural Cañón de Río Claro es perfecto para ti. Pasaporte Aventura Si buscas una opción más sencilla pero igualmente emocionante, el Pasaporte Aventura es perfecto para ti. Incluye acceso a: Acuasaurios: La diversión acuática comienza aquí. Octopus: Disfruta de la diversión con sus chorros de agua. Ambos pasaportes te brindan una experiencia única en Hacienda Nápoles, donde la aventura y la naturaleza se combinan para crear momentos inolvidables. ¡No te lo pierdas! Igualmente, visitarás la Reserva Natural Cañón de Río Claro, un paraíso natural en el que disfrutarás de: La Caverna de los Guácharos: Una caverna de 400 metros de largo donde anida la especie en peligro de extinción conocida como “Guácharos”, La Playa de Mármol: Una piscina natural con fondo de mármol donde podrás tomar un refrescante baño. La Playa Manantial: El lugar donde finaliza la Caverna de los Guácharos, que se caracteriza por sus tranquilas aguas cristalinas. Rafting: Aquí podrás navegar por el río en sentido de la corriente en botes inflables. Canopy: Cruzarás de una plataforma a otra, ubicadas en las copas de los árboles, colgado de una cuerda asegurado con arneses. Vía Ferrata: Escalarás una pared de roca. No te quedes sin vivir un viaje que estará lleno de naturaleza, aventura y adrenalina. Reserva tu cupo ya. Precios PASAPORTE AVENTURA: El precio por persona d e ingreso al parque y seguro para niños de 1 a 2 años es de COP $170.000 El precio por persona de ingreso al parque, silla en el bus y seguro para niños de 3 a 4 años es de COP $410.000 El precio por persona en acomodación doble para adultos o mayores de 5 años es de COP $ 540.000"
Puerto Triunfo,Tour de 1 día a la Hacienda Nápoles desde Medellín. Pasaporte Aventura.,$238.000,"Acompáñanos en este Tour de 1 día a la Hacienda Nápoles saliendo desde Medellín y vive un día en familia lleno de aventuras y diversión. En este Tour, visitaremos La Hacienda Nápoles; el principal atractivo turístico de la región del Magdalena Medio Antioqueño y uno de los Parques Temáticos más importantes de América Latina. El Tour incluye el Pasaporte Aventura; uno de los pasaportes de un día más sencillos que se ofrece actualmente en la Hacienda Nápoles, con el cual podrás disfrutar de las siguientes atracciones: El Parque de los hipopótamos: Un lugar donde observarás, de primera mano, estos hermosos mamíferos y conocerás más sobre su hábitat. El Santuario de fauna: Una simulación de la sabana africana, donde visitarás la isla de los micos, el lago de los chigüiros, el santuario de los elefantes y de los felinos. El Parque Jurásico: Un lugar cargado de réplicas realistas de estos animales prehistóricos. El Museo africano: Un espacio dedicado a la cultura del continente africano. El Mariposario: Un mágico espacio donde podrás ver de cerca diferentes especies de mariposas coloridas. El Mundo de las aves y reptiles: Un lugar donde podrás aprender más sobre la vida de estos animales. El Acuasaurus: Una divertida área del parque donde podrás disfrutar de toboganes, piscinas, ríos y zonas de comidas. Octopus: Una enorme atracción acuática donde el protagonista es un gigante Pulpo que se acompaña de toboganes y divertidos chorros de agua. El Pasaporte Aventura no incluye las actividades que te mencionaremos a continuación. En caso de querer realizarlas te sugerimos adquirir el Tour a la Hacienda Nápoles con Pasaporte Safari o de lo contrario, tendrás que pagar por cada una de forma independiente una vez estés en el parque.. Río Salvaje: Una atracción en la que te desplazarás en flotadores por el canal de un río y atravesarás caídas de agua que llevarán tus emociones al límite. Las Cataratas Victoria: La atracción más grande del mundo en su género, que se compone de ríos artificiales, espejos de agua y toboganes. Las Cobras: Una atracción acuática compuesta por seis toboganes que son custodiados por 2 gigantescas serpientes. ¿Qué esperas para conocer el Parque Temático Hacienda Nápoles? Realiza tu reserva y asegura tu cupo. Precios y Descuentos. El precio por persona para adultos y mayores de 3 años es de COP $238.000 El precio por persona para niños de 1 a 2 años es de COP $150.000 El precio por persona para bebés hasta 11 meses es de COP $20.000"
Puerto Triunfo,Tour de 1 día a Santorini + actividad de Rafting saliendo desde Medellín,$196.000,"En el corazón de Colombia se encuentra un rincón mágico que parece sacado de un sueño: Aldea Doradal, el Santorini Colombiano. Este hermoso pueblo se ha ganado este apodo gracias a su arquitectura única, que evoca la belleza y encanto de los pueblos costeros del Mediterráneo. Con sus calles empedradas, casas blancas y bajas, y callejones llenos de historia, Santorini te transportará a otra época y lugar, donde el tiempo parece detenerse y la tranquilidad y serenidad reinan en cada rincón, desde sus hermosas iglesias y plazas, hasta sus tiendas y restaurantes, todo es digno de admiración y exploración. Nunca creyeron sus habitantes que este lugar se convirtiera en un sitio tan visitado en Doradal en el magdalena medio Antioqueño hasta el punto de convertirse en el tercer atractivo más buscado y visitado por turistas nacionales y extranjeros, después de la reserva del cañón de río claro (si te interesa un Tour a este destino haz clic aquí ) y la hacienda Nápoles (Si te interesa un tour a este destino haz clic aquí ). ¿Te animas a conocer todos los atractivos de este ‘Santorini colombiano’ con nosotros? No esperes más y reserva tu cupo. ¿Qué actividades realizarás durante este tour? Recorrerás los lugares mas representativos del Santorini Colombiano y conocerás un poco de su historia de la mano de un guía experto. Rafting en Rio Claro. Ingreso a la Bóveda de Mármol. ¡Y mucho más! Precios El precio por adulto o niños mayores de 7 años es de $196.000 COP Nota La actividad no es recomendada para niños menores de 7 años, en ese caso les recomendamos tomar el tour a Santorini únicamente en este link"
Puerto Triunfo,Tour de 1 día a Santorini saliendo desde Medellín,$180.000,"En el corazón de Colombia se encuentra un rincón mágico que parece sacado de un sueño: Aldea Doradal, el Santorini Colombiano. Este hermoso pueblo se ha ganado este apodo gracias a su arquitectura única, que evoca la belleza y encanto de los pueblos costeros del Mediterráneo. Con sus calles empedradas, casas blancas y bajas, y callejones llenos de historia, Santorini te transportará a otra época y lugar, donde el tiempo parece detenerse y la tranquilidad y serenidad reinan en cada rincón, desde sus hermosas iglesias y plazas, hasta sus tiendas y restaurantes, todo es digno de admiración y exploración. ¿Te animas a conocer todos los atractivos de este ‘Santorini colombiano’ con nosotros? No esperes más y reserva tu cupo. ¿Qué actividades realizarás durante este tour? Recorrerás los lugares mas representativos del Santorini Colombiano y conocerás un poco de su historia de la mano de un guía experto. Incluye: Transporte en van o bus de turismo de acuerdo al número de pasajeros. Seguro de viajes Colombiana de Asistencia. Desayuno. Visita a la Aldea Santorini, recorriendo sus calles y tomando hermosas postales para guardar en su recuerdo. Almuerzo en el Hotel Capri Tarde de piscina en el Hotel Capri. Acompañamiento de Guía profesional de turismo Tarjeta de Asistencia Médica Precios El precio por bebé hasta 2 años es de $20.000 COP. El precio por niños entre 3 y 6 años es de $121.000 COP. El precio por adulto o mayores de 7 años es de $180.000 COP."
Amazonas,Pasadía al Mundo Amazónico con Selva en el Amazonas,$140.000,"¡Vive una aventura en la selva amazónica con el pasadía al Parque Ecológico Mundo Amazónico ! A solo 15 minutos de Leticia . Mundo Amazónico es un espacio en el que tendrás la oportunidad de apreciar las plantas amazónicas como nunca antes lo has hecho, además conocerás los usos tradicionales y medicinales en una experiencia interactiva, de la mano de un intérprete ambiental nativo experto en botánica amazónica, quien te brindará información valiosa y responderá todas tus inquietudes al respecto. Este pasadía incluye una visita a cada uno de sus espacios: Jardín botánico: Este lugar alberga la colección de plantas amazónicas más grande del departamento y podrás apreciarlas muy de cerca durante una caminata por sus senderos, divididos en seis estaciones pedagógicas. Productos naturales: P odrás degustar el delicioso té amazónico que se prepara exclusivamente en este parque con productos propios del lugar. Además, conocerás las propiedades curativas de otras plantas y frutas nativas que suelen utilizarse en procesos productivos sostenibles, entre ellas Copoazú, Arazá, Açaí y Aguaje ¿Te animas a probarlas? Villa cultural: Es un lugar para participar en los juegos típicos de la región, aprenderás a tirar arco y flecha y lanzar dardos con cerbatanas. También es la oportunidad perfecta para conversar con los intérpretes locales , quienes disfrutan compartir sus saberes y cultura con los visitantes. Por último, verás increíbles réplicas de malocas nativas . Estas son viviendas construidas exclusivamente con elementos vegetales por los indígenas de la región. Acuario: Este espacio promueve la educación ambiental del Amazonas en Colombia y actualmente cuenta con más de 40 especies nativas, entre ellas: pirañas, macanas y carahuasu. La aventura finaliza con una caminata por la selva de aproximadamente 45 minutos ¡Déjate cautivar por la naturaleza amazónica donde aprenderás sobre ecología, turismo comunitario y más. Precios. El precio por persona sin transporte es de $120.000 pesos colombianos. El precio por persona con transporte es de $140.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si se encuentra sobre el río)."
Amazonas,Mundo Amazónico: Combo 4 rutas + Almuerzo,$125.000,"¡Vive una aventura en la selva amazónica con el pasadía al Parque Ecológico Mundo Amazónico ! A solo 15 minutos de Leticia . Mundo Amazónico es un espacio en el que tendrás la oportunidad de apreciar las plantas amazónicas como nunca antes lo has hecho, este paquete incluye recorridos por las 4 eco-rutas disponibles en el parque. Además, experimentarás los usos tradicionales y medicinales en una experiencia interactiva, de la mano de un intérprete ambiental nativo experto en botánica amazónica, quien te brindará información valiosa y responderá todas tus inquietudes. Pero eso no es todo, al mediodía recargaremos energía con un delicioso almuerzo tradicional de la región. ¿Ansioso por conocer los detalles de esta aventura? Echa un vistazo a lo que te espera en el Parque Ecológico Mundo Amazónico. Este pasadía incluye una visita a estos espacios imperdibles: Jardín botánico: Este lugar alberga la colección de plantas amazónicas más grande del departamento las cuales podrás apreciar muy de cerca durante una caminata por sus senderos que están divididos en seis estaciones pedagógicas. Productos naturales: P odrás degustar el delicioso té amazónico que se prepara exclusivamente en este parque con elementos propios del lugar. Además, conocerás las propiedades curativas de otras plantas y frutas nativas que suelen utilizarse en procesos productivos sostenibles, entre ellas Copoazú, Arazá, Açaí y Aguaje. Villa cultural: Es un lugar para participar en los juegos típicos de la región, aprenderás a tirar arco y flecha y lanzar dardos con cerbatanas. También es la oportunidad perfecta para conversar con los intérpretes locales quienes disfrutan compartir sus saberes y cultura con los visitantes. Acuario: Este espacio promueve la educación ambiental del Amazonas en Colombia y actualmente cuenta con más de 40 especies nativas, entre ellas: pirañas, macanas y carahuasu. Precios. El precio por persona sin transporte es de $110.000 pesos colombianos. El precio por persona con transporte es de $125.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si te encuentras sobre el río)."
Amazonas,Pasadía Mundo Amazónico: Combo 4 rutas,$100.000,"¿Por qué viajar lejos para conocer la selva? ¡El Parque Ecológico Mundo Amazónico te espera a tan solo 15 minutos de Leticia ! Además, no tienes que preocuparte por nada. Ofrecemos un plan llamado: 4 Rutas que te permitirá descubrir los principales atractivos del parque. ¡Echa un vistazo a lo que te espera! Mundo Amazónico es un espacio en el que tendrás la oportunidad de apreciar las plantas amazónicas como nunca antes lo has hecho, este paquete incluye recorridos por las 4 eco-rutas disponibles del parque en una experiencia interactiva , de la mano de un intérprete ambiental nativo experto en botánica amazónica , quien te brindará información valiosa y responderá todas tus inquietudes. ¿Quieres saber más sobre esta emocionante aventura? Descubre las actividades que te esperan en el Parque Ecológico Mundo Amazónico. Jardín botánico: Este lugar alberga la colección de plantas amazónicas más grande del departamento y podrás apreciarlas muy de cerca durante una caminata por sus senderos, divididos en seis estaciones pedagógicas. Productos naturales: Esta ruta está destinada al contacto directo con la naturaleza , mediante el cual podrás conocer las propiedades curativas de ciertas frutas y plantas que crecen en el lugar, tales como Copoazú, Arazá, Açaí y Aguaje . Además, p odrás degustar el delicioso té amazónico que se prepara exclusivamente en este parque con elementos propios del lugar. Villa cultural: Es un lugar para participar en los juegos típicos de la región, aprenderás a tirar arco y flecha y lanzar dardos con cerbatanas. También es la oportunidad perfecta para conversar con los intérpretes locales quienes disfrutan compartir sus saberes y cultura con los visitantes. Acuario: Este espacio se promueve la educación ambiental del Amazonas en Colombia y actualmente cuenta con más de 40 especies nativas, entre ellas: pirañas, macanas y carahuasu. Precios. El precio por persona sin transporte es de $80.000 pesos colombianos. El precio por persona con transporte es de $100.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si se encuentra sobre el río)."
Amazonas,Pasadía Parque Mundo Amazónico + Charla con Nativo Ancestral,$150.000,"¡Descubre los secretos de la selva amazónica en un día lleno de maravillas en el Parque Mundo Amazónico a tan solo 15 minutos de Leticia! Sumérgete en la cultura ancestral de esta región única y participa en una charla fascinante con un Nativo Ancestral. Durante la visita, tendrás la oportunidad de explorar las maravillas naturales del parque, aprender sobre las tradiciones y costumbres de las comunidades indígenas, y sumergirte en la sabiduría transmitida de generación en generación. Embárcate en una aventura emocionante mientras te adentras en la selva exuberante, donde podrás observar la flora y fauna autóctonas , maravillarte con la diversidad de especies y conocer los secretos de las plantas medicinales. A través de la charla con el Nativo Ancestral, tendrás la oportunidad de escuchar relatos cautivadores, descubrir leyendas ancestrales y comprender la estrecha relación entre los habitantes de la selva y su entorno natural. ¿Quieres saber más sobre esta emocionante aventura? Descubre las actividades que te esperan en el Parque Ecológico Mundo Amazónico: Jardín botánico: Sumérgete en un oasis de biodiversidad con la increíble colección de plantas nativas de la región amazónica. Ruta de productos naturales y plantas medicinales: Aprende sobre los secretos curativos de la selva amazónica mientras exploras una ruta llena de tesoros naturales. Villa cultural: Sumérgete en la cultura local y participa en juegos típicos de la región amazónica. Acuario: Maravíllate con una variedad de especies nativas de la Amazonía, desde pirañas hasta macanas y carahuasús. Descubre la diversidad acuática de esta fascinante región. Almuerzo tradicional: Deléitate con el exquisito Patarasca, un pescado autóctono cocinado al carbón y envuelto en hojas de bijao. Charla con un Nativo Ancestral: Sumérgete en su cultura milenaria, escucha sus historias cautivadoras y descubre los secretos ancestrales que han sido transmitidos de generación en generación. Déjate envolver por la magia de su conocimiento y conecta con la sabiduría que ha sobrevivido a lo largo de los siglos. Precios. El precio por persona sin transporte es de $125.000 pesos colombianos. El precio por persona con transporte es de $150.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si te encuentras sobre el río)."
Amazonas,Pasadía Parque Mundo Amazónico: Avistamiento de Aves,$100.000,"¿Eres amante de la naturaleza? Te invitamos a apreciar la fauna que habita en la reserva natural de Mundo Amazónico en todo su esplendor , con este plan que incluye avistamiento de aves a solo 15 minutos de Leticia . El Parque Ecológico Mundo Amazónico es el primer y único centro de etnobotánica e interpretación ambiental del departamento del Amazonas , además constituye el hogar de múltiples especies animales de todo tipo, entre las cuales se destacan especialmente las aves. Es un plan ideal para los amantes de la naturaleza y todo aquel que desee apreciar de cerca la belleza de la selva amazónica . ¿Quieres saber más sobre esta emocionante aventura? Descubre las actividades que te esperan en el Parque Ecológico Mundo Amazónico: Entrada al Parque Ecológico Mundo Amazónico. Caminata por sendero de selva (3 horas y media). Acompañamiento de guía especializado. Desayuno e hidratación. Precios. El precio por persona sin transporte es de $80.000 pesos colombianos. El precio por persona con transporte es de $100.000 pesos colombianos. ( i ncluye transporte desde el hotel en Leticia hasta el parque y de regreso, no incluye transporte fluvial si te encuentras sobre el río)."
