destino	pais	actividad	precio	moneda	rating	viajeros	descripcion	operador	email	telefono	direccion	url_actividad	fecha_scan													
San Andrés	Colombia	Traslados en San Andrés	57.260,91	COP	196 opiniones	8.827	N/A	No especificado / Único	N/A	N/A	N/A	https://www.civitatis.com/es/san-andres/traslados/	04-02-2026													
Guarne	Colombia	Tour nocturno en chiva rumbera + Degustación de comida callejera	99.000	COP	320 opiniones	6.971	En este tour nocturno en chiva rumbera por Medellín viviréis una velada única. Veréis la ciudad iluminada a bordo de un autobús con discoteca. ¡A bailar! || || Itinerario || || Nos encontraremos a la hora indicada junto al Parque de El Poblado. ¿Listos para subir a una chiva rumbera? A bordo de este autobús con discoteca pasearemos primero por el Parque del Poblado, una de las zonas más turísticas de Medellín. || || Pasaremos primero por la Zona de Provenza y disfrutaremos bailando mientras conocemos todas sus discotecas. Luego pasaremos por la Milla de Oro. ¿Sabíais que allí se encuentran los mejores hoteles de Medellín? Mientras no paráis de bailar, pasaremos también por el Puente de la 4 Sur, el más largo de la ciudad colombiana. || || Después, iremos a la Avenida las Vegas y disfrutaremos de una empanada, una cerveza nacional y una arepa típica paísa. Terminaremos el recorrido en el bar-restaurante La República. En este establecimiento, situado junto al parque de El Poblado, disfrutaréis de una degustación de ceviche con chicharrón.	Aeroturex S.a.s	dircomercial@aeroturex.com	+57 317 4360789	AEROTUREX S.A.S | Calle 9 Nº41-66 Interior 202, Medellín, Colombia	https://www.civitatis.com/es/medellin/tour-nocturno-rumba-medellin/	04-02-2026													
Santa Marta	Colombia	Traslados en Santa Marta	16.505	COP	232 opiniones	6.406	N/A	No especificado / Único	N/A	N/A	N/A	https://www.civitatis.com/es/santa-marta/traslados/	04-02-2026													
Cartagena de Indias	Colombia	Crucero con cena por Cartagena	195.000	COP	411 opiniones	6.390	En este crucero disfrutaréis de una deliciosa cena en la bahía de Cartagena. Cuando anochece y la ciudad se viste de luces se crea el entorno ideal para una velada inolvidable. || || Itinerario || || Saldremos desde el muelle de la Bodeguita, junto al centro histórico de Cartagena. || || Durante las dos horas de duración del crucero disfrutaremos a bordo del barco Sibarita del paisaje de la bahía de Cartagena cuando el skyline se ilumina. Acompañados por la mejor música, degustaréis una cena de 3 tiempos con un entrante, un plato principal a elegir y un postre. Además, estará amenizado con dos copas de vino por persona. || || El paseo nos llevará hasta Boca Grande, donde la bahía se une al mar Caribe. Desde aquí tendréis las mejores vistas de la ciudad y podréis admirar las luces de los rascacielos y el centro histórico de Cartagena. ¡El entorno ideal para una cena romántica! || || Mientras navegamos por la bahía de regreso a Cartagena, podréis contemplar el paisaje nocturno o bailar al ritmo de la música para despedir la noche por todo lo alto. || || El crucero termina regresando al muelle de la Bodeguita. || || A tener en cuenta || || Si tenéis algún tipo de alergia alimentaria o necesitáis un menú especial, debéis indicarlo al realizar la reserva. || || Mesa para parejas || || Debido a limitaciones de aforo, todas las mesas para 4 personas serán ocupadas por parejas o grupos de 2 personas.	Sibarita Del Mar	sibaritacomercial@gmail.com	9020746511	Sibarita del mar SAS | cra 3 no 5A-64 piso 2 of c boca grande , Cartagena, Colombia	https://www.civitatis.com/es/cartagena-de-indias/crucero-cena-cartagena/	04-02-2026													
Bogotá	Colombia	Oferta: Guatavita + Catedral de Sal de Zipaquirá	259.470	COP	775 opiniones	6.026	En esta excursión desde Bogotá visitaremos dos lugares plagados de magia, la laguna de Guatavita y la Catedral de Sal de Zipaquirá. ¡No os los podéis perder! || || Itinerario || || Partiremos desde el punto de encuentro que elijáis y, desde allí, saldremos de Bogotá en dirección norte. Tras un trayecto de entre 2 y 2,5 horas llegaremos a la preciosa localidad de Guatavita. || || Durante un recorrido de entre 20 y 30 minutos visitaremos esta coqueta localidad, donde destaca la laguna de Guatavita. Allí realizaremos una caminata de dos horas con un guía de habla española. Cuentan las leyendas que en estas aguas los indígenas realizaban sacrificios y ofrendas en honor a Chie, la diosa del agua. Pero eso no es todo, ¿sabíais que este es uno de los lugares relacionados con la popular leyenda de El Dorado? Quizás lo descubramos nosotros. || || Tras la visita a Guatavita, continuaremos la excursión dirigiéndonos hacia el noroeste. Tras un trayecto de entre 1 y 1,5 horas llegaremos a la localidad de Zipaquirá, donde tendréis una hora libre para almorzar. || || Después de comer, dispondréis de dos horas de tiempo libre para visitar la famosa Catedral de Sal de Zipaquirá con una audioguía en español. Esta impresionante construcción se encuentra a 180 metros de profundidad en el parque de las minas de sal de Zipaquirá, explotadas desde 1801 por los habitantes de la localidad. || || Al finalizar la visita, subiremos al vehículo y emprenderemos el regreso a los diferentes puntos de encuentro en Bogotá. Llegaremos a la capital colombiana tras un trayecto de entre 1,5 y 2 horas. || || Modalidades || || A la hora de reservar, podréis escoger entre dos modalidades: || || Tour sin entradas: esta excursión incluye un conductor de habla española durante los traslados. En este caso, debéis tener en cuenta que tendréis que adquirir las entradas por vuestra cuenta para poder realizar la actividad. || Tour con entradas: reservando esta opción, además de lo anterior, tendréis incluidas la entrada a la laguna de Guatavita junto a un guía de habla española durante la caminata de dos horas por la laguna, así como la entrada a la Catedral de Sal de Zipaquirá. Sin embargo, la visita al interior de la Catedral se hará únicamente con una audioguía en español. || Horarios y puntos de encuentro || || La excursión incluye la recogida, a las horas indicadas, en los siguientes puntos de Bogotá: || || Frente al café Juan Valdez, en el barrio de la Candelaria, a las 7:00 horas. || En las inmediaciones del Parque de La 93, a las 8:00 horas. || || Al hacer vuestra reserva podréis escoger en cuál de los dos puntos de encuentro anteriores queréis que pasemos a recogeros. || || Importante: los tiempos podrían varían según el tráfico u otras circunstancias. || || Excursión a Guatavita o Zipaquirá por separado || || Si no disponéis de tiempo suficiente para realizar las dos actividades en el mismo día o solo tenéis interés por una en particular, podéis reservar por separado la excursión a Guatavita o la excursión a la Catedral de Sal de Zipaquirá.	Bogotá City Bus	info@bogotapass.com	+573214820537 -	Neva Travels SAS | calle 16 N 4 - 67 L11, Bogotá, Colombia	https://www.civitatis.com/es/bogota/excursion-guatavita-zipaquira/	04-02-2026													
Cartagena de Indias	Colombia	Autobús turístico de Cartagena	67.121,30	COP	305 opiniones	5.931	A bordo del autobús turístico de Cartagena de Indias recorreréis los lugares más emblemáticos de la ciudad colombiana. Además, podréis subir y bajar en cualquiera de sus paradas. ¡La forma más cómoda de conocer Cartagena! || || Rutas y paradas || || El autobús turístico de Cartagena de Indias realiza un recorrido de 90 minutos a través de los principales lugares de interés de la ciudad. Durante toda la ruta disfrutaréis de comentarios en español sobre los monumentos por los que pasaréis. || || Algunas de las paradas más interesantes del recorrido son la Torre del Reloj, la Ciudad Amurallada, el Convento de San Francisco o el Pastelillo, la fortaleza más antigua de toda Cartagena. || || Podéis consultar las diferentes rutas y paradas en el mapa pulsando en el siguiente enlace: || || Rutas y paradas del autobús turístico de Cartagena. || Modalidades || || Al hacer vuestra reserva, podréis elegir entre tres modalidades según vuestras necesidades: || || Billete de 1 día: incluye el recorrido en autobús turístico para un día y una visita guiada a pie por el centro de Cartagena || Billete de 2 días: Incluye el recorrido en autobús turístico para dos días, una visita guiada a pie por el centro de Cartagena. Esta visita tiene una duración de 1 hora y 30 minutos y comienza todos los días a las 15:19 horas desde la Torre del Reloj (parada número 1). || Billete de 2 días + Entrada al Castillo de San Felipe de Barajas: Además del recorrido en autobús, incluye la entrada al Castillo de San Felipe de Barajas, uno de los monumentos más icónicos de Cartagena. Con esta opción, evitaréis hacer fila para adquirir las entradas. Tened en cuenta que la visita al castillo no incluye guía. || ¿Cómo funciona? || || El autobús turístico de Cartagena tiene una validez de 24 o 48 horas consecutivas. Es decir, si lo activáis a las 15:30 horas del lunes, podréis usarlo hasta las 15:30 horas del miércoles. Durante ese tiempo podréis subir y bajar de los autobuses cuantas veces queráis. Al hacer la reserva os enviaremos por email un bono que tendréis que entregar en el primer autobús que toméis. || || Visita guiada por Getsemaní || || El billete incluye una visita guiada por Getsemaní de una hora y media, saliendo todos los días desde la Torre del Reloj (parada número 1) a las 10:30 horas. || || Horarios y frecuencia || || El autobús turístico de Cartagena realiza salidas diarias cada 45 minutos entre las 9:00 y las 16:30 horas. La duración de la ruta completa es de una hora y media. || || Importante || || Aunque al hacer la reserva se pide un día de inicio, todos los billetes del autobús turístico tienen una validez de tres meses a partir de la fecha que habéis elegido en la reserva.	City Sightseeing Cartagena	comercial@citysightseeing.com.co	+57 3134571146	International Tourism Groups SAS | AV SAN MARTIN 6 50 LC 2 ED SEGRERA, Cartagena, Colombia	https://www.civitatis.com/es/cartagena-de-indias/autobus-turistico-cartagena/	04-02-2026													
Turbaco	Colombia	Tour en chiva rumbera por Cartagena + Fiesta en una discoteca	55.000	COP	191 opiniones	4.904	Vivid una experiencia inolvidable y recorred la ciudad mientras disfrutáis de una fiesta a bordo de una chiva rumbera. Rumbearéis como auténticos cartageneros y tendréis incluida la entrada a una discoteca. || || Itinerario || || A la hora indicada, pasaremos a recogeros por el punto seleccionado de Cartagena de Indias y subiremos a bordo de una chiva rumbera. ¿Estáis preparados para una de las actividades más divertidas de vuestro viaje? ¡Comenzamos! || || Las chivas son autobuses típicamente colombianos, y este ha sido convertido en una verdadera discoteca sobre ruedas. ¡Disfrutaréis de una noche inolvidable! Además, nuestro recorrido es una manera perfecta para que toda la familia descubra los ritmos colombianos, pues a bordo contaréis con un animador que os irá poniendo la música que más os guste y os hará el recorrido de lo más divertido. || || Durante la ruta por Cartagena bailaréis a ritmo de salsa, vallenato y bachata mientras pasamos junto a algunos de los lugares más importantes de la ciudad, como el castillo de San Felipe, el barrio Cabrero o el monumento India Catalina. || || Tras dos horas de recorrido, os dejaremos en la entrada de una discoteca para que podáis seguir disfrutando de la fiesta de Cartagena a vuestro aire. || || Punto de encuentro || || Durante el proceso de reserva, podréis seleccionar entre los siguientes puntos de encuentro de Cartagena de Indias: || || Restaurante Mcdonald's de Bocagrande. || Casino Rio. || Centro Comercial Nao. || || Al finalizar el recorrido, en caso de no querer acceder a la discoteca o en caso de ir con menores de 18 años, os llevaremos de regreso al punto de partida. || || Cambios en el itinerario || || Tened en cuenta que el tour de las 21:20 horas no pasará por el castillo de San Felipe. || || Menores de 18 años || || Los niños de 8 a 18 años pueden participar en el paseo en chiva rumbera. No obstante, los menores de 18 años no podrán acceder a la discoteca.	Chiva Rumbera Cartagena	arteagadina@gmail.com	5,73117E+11	Dina Marcela Arteaga Caro | Brr Bocagrande 4 5 66, Cartagena de Indias, Colombia	https://www.civitatis.com/es/cartagena-de-indias/tour-rumba-cartagena/	05-02-2026													
Cartagena de Indias	Colombia	Paseo en barco con espectáculo y cena por Cartagena	280.000	COP	216 opiniones	4.512	En este paseo en barco con espectáculo por la bahía de Cartagena disfrutaréis de las mejores exhibiciones folclóricas caribeñas mientras contempláis la ciudad desde un punto de vista de lo más privilegiado. || || Itinerario || || 45 minutos antes de la hora indicada, nos encontraremos en la puerta 4 del muelle de la Bodeguita. Nada más llegar, un grupo folclórico nos dará la bienvenida con un baile tradicional de lo más especial. Seguidamente, saldremos navegando por la bahía de Cartagena con un delicioso cóctel en la mano. || || Durante la travesía, habrá un animador DJ para que podáis bailar al ritmo de la samba. ¿Estáis listos para darlo todo sobre la pista? A bordo también habrá barra libre en la que podréis beber cócteles a base de licores nacionales, gaseosa y agua. || || Después, nos sentaremos a disfrutar de una cena exquisita en la que habrá dos platos principales, cuatro acompañamientos, un postre y una bebida. || || Tras tres horas de navegación, regresaremos al punto de partida y pondremos fin a la actividad. || || ¿Cómo es el barco? || || El Bequia Eagle es un barco de dos pisos con capacidad para 160 pasajeros. Posee un total de 8 baños, 2 zonas de comida y 2 bares a bordo.	Gestion Turistica Cartagena	comercial@gestionturisticacartagena.com	3144012658	GESTION TURISTICA.COM SAS | Bocagrande carrera 2 No.5-106, Cartagena, Colombia	https://www.civitatis.com/es/cartagena-de-indias/paseo-barco-espectaculo-cartagena/	04-02-2026													
Medellín	Colombia	Excursión a Santa Fe de Antioquia	156.000	COP	204 opiniones	4.308	Sumergíos en la historia de la época colonial en esta excursión a Santa Fe de Antioquia, una ciudad con un amplio conjunto monumental de los siglos XVI, XVII y XVIII. || || Itinerario || || A la hora indicada, saldremos de Medellín en dirección al túnel Fernando Gómez Martínez. Este paso subterráneo de casi cinco kilómetros de longitud es uno de los más largos de Colombia. Al final del túnel tomaremos la carretera que lleva hasta Santa Fe de Antioquia. || || Accederemos a la ciudad atravesando el Puente Colgante de Occidente, declarado Monumento Nacional. Durante años, esta pasarela tuvo el privilegio de ser la estructura más larga de este tipo en todo Sudamérica. Tras una breve parada fotográfica de aproximadamente 10 minutos para retratar este conocido lugar, realizaremos un tour a pie por el centro histórico de Santa Fe de Antioquia. || || En nuestro paseo por la villa admiraremos sus principales monumentos de la época colonial. Entre ellos destaca la catedral de Santa Fe de Antioquia y la iglesia de Santa Bárbara, ambas con claras influencias barrocas. Estos dos hermosos templos se encuentran muy cerca del Museo Juan Corral, donde visitaremos su exposición. La colección de este centro, que lleva el nombre de uno de los principales libertadores de Antioquia, alberga una amplia muestra de objetos precolombinos, obras religiosas y piezas decorativas. || || Finalizada nuestra ruta por el centro de la localidad, repondremos fuerzas con un almuerzo tradicional colombiano. Después de comer, emprenderemos el regreso hacia Medellín. || || Recogida || || La excursión incluye la recogida, a las horas indicadas, en las siguientes zonas de Medellín: || || Parque El Poblado: a las 08:00 horas. || Estación de metro Estadio: a las 08:30 horas. || || Al hacer vuestra reserva, podréis escoger cuál de estos dos puntos de recogida preferís. || || Cambios en el itinerario || || El Museo Juan Corral permanece cerrado los miércoles. Si realizáis la excursión ese día, dedicaremos más tiempo a visitar el centro histórico de Santa Fe de Antioquia.	Turismo En Medellin & Viajes Globo Sas	reservasturismoenmedellin@gmail.com	+57 310 459 61 95	Turismo en Medellín y Viajes y Turismo Globo SAS | Calle 50 # 45 56 IN - 104, Medellín, Colombia	https://www.civitatis.com/es/medellin/excursion-santa-fe-antioquia/	04-02-2026													
Minca	Colombia	Excursión al Parque Tayrona	220.000	COP	342 opiniones	4.013	Caminad por la selva y disfrutad de playas paradisíacas en esta excursión al Parque Nacional Natural Tayrona, una de las reservas ecológicas más importantes de Colombia. ¡A explorar! || || Itinerario || || A la hora indicada pasaremos a recogeros por vuestro hotel de Santa Marta y, desde allí, pondremos rumbo hacia el noreste. Tras una hora y media de trayecto por carretera llegaremos al Parque Tayrona, situado entre el mar Caribe y la Sierra Nevada. || || Una vez lleguemos al parque, comenzaremos la actividad con una charla sobre conservación medioambiental, y después estaremos listos para adentrarnos por los senderos que atraviesan la selva tropical. || || Durante dos horas, caminaremos junto a árboles de más de 25 metros de altura y descubriremos algunas de las especies que forman parte del rico ecosistema del Parque Nacional Natural Tayrona. Además, con suerte podremos divisar iguanas, monos aulladores, ocelotes, osos hormigueros o águilas solitarias. || || Llegaremos hasta la costa del Caribe y pasearemos por las playas de Cañaveral, Arrecifes, Arenilla y la Piscina. ¡Los enclaves más idílicos! Después, continuaremos hasta el Cabo San Juan del Guía. ¿Sabíais que es uno de los rincones más populares de Tayrona? || || Allí dispondréis de tiempo libre para probar la gastronomía local en alguno de los restaurantes. A continuación, nos dirigiremos al mirador del Cabo San Juan para disfrutar de una panorámica única del paisaje colombiano. || || Finalmente, regresaremos en un vehículo a vuestro hotel de Santa Marta, donde llegaremos 11 horas después de la recogida. || || Tiempos de caminata || || Debéis tener en cuenta que en esta excursión realizaremos una caminata de aproximadamente 16 kilómetros de dificultad media-alta. Son cuatro horas de caminata en total: dos horas de ida y dos de regreso. || || Lancha rápida || || A la hora de reservar, podéis escoger entre otras dos modalidades adicionales: || || Tour con regreso en lancha rápida: si optáis por esta modalidad, regresaremos en lancha desde Cabo San Juan hasta la bahía de Santa Marta. De este modo, no tendréis que caminar las dos horas de regreso, y disfrutaréis de más tiempo en Cabo San Juan y sus playas. Esta opción no incluye el traslado de regreso a los hoteles. || Tour de ida y vuelta en lancha rápida: en este caso, realizaremos el tour en lancha rápida tanto a la ida como a la vuelta. De este modo, os ahorraréis la caminata de ida y vuelta. Además, esta modalidad incluye el traslado de regreso a los hoteles en Santa Marta. || Horarios y duración || Tour sin regreso en lancha rápida (11 horas de duración en total): la recogida tiene lugar a las 6:30 horas. || Tour con regreso en lancha rápida (10 horas de duración en total): la recogida tiene lugar a las 6:30 horas. || Tour de ida y vuelta en lancha rápida (8 horas de duración en total): la recogida tiene lugar a las 9:00 horas. || Recogida en el hotel || || Este tour incluye la recogida y el traslado de regreso a los hoteles situados en las zonas de Bello Horizonte, Rodadero y en el centro de Santa Marta. Si vuestro alojamiento se encuentra en la zona del aeropuerto, vía Ciénaga o Taganga, el día de la actividad tendréis que abonar un suplemento de 20 US$ (74.005,66 COP) por persona.	Max Tour Operador	maxtouroperador@gmail.com	3246657437	DUVAN JOSE MAX SALAS | CALLE 19 No. 3-30 Local 1 Centro Histórico, Santa Marta, Colombia	https://www.civitatis.com/es/santa-marta/excursion-parque-tayrona/	05-02-2026													
Chía	Colombia	Visita guiada por Bogotá + Teleférico a Montserrate	330.000	COP	278 opiniones	3.765	Conoce los monumentos históricos del centro de Bogotá, descubre las piezas arqueológicas más importantes del Museo del Oro y disfruta del paisaje impresionantes desde el cerro de Monserrate ¿Te lo vas a perder? || || Itinerario || || Tras recogeros en vuestro hotel de la capital colombiana, comenzaremos nuestra visita guiada por Bogotá recorriendo a bordo de nuestro vehículo el centro de la ciudad. Allí, conoceréis los diferentes monumentos históricos como el Teatro Colón o el Palacio de San Carlos, que actualmente es la sede de la cancillería del Ministerio de asuntos y exteriores de Colombia. || || Durante la ruta por el barrio de La Candelaria, pasaremos junto a la iglesia de San Ignacio de Loyola, edificio que ha sido restaurado y conservando con su arquitectura original. También admiraremos el Palacio Presidencial de Nariño, ubicado en la famosa Plaza Bolívar. En torno a esta arquitectura neoclásica, observaremos los monumentos destacados como la Catedral Primada de Colombia, el Capitolio Nacional y el Palacio de Liévano, que es sede de la alcaldía municipal. || || A continuación, disfrutaremos de una visita guiada por el Museo del Oro. Su exposición de arte prehispánico es una de las más importantes de Latinoamérica y tiene una colección de aproximadamente 60000 piezas de metal, cerámico hueso, madera y esmeralda. || || Para poner el broche de oro al recorrido, tomaremos el teleférico o fonucular de Montserrate, dependiendo de la disponibilidad, que nos llevará hasta lo alto del cerro desde donde tendremos unas vistas excepcionales de la capital colombiana. || || Tras cinco horas de experiencia, os llevaremos a vuestro hotel. || || Cambios en el itinerario || || Como el Museo del Oro cierra los lunes, si realizáis el tour este día, visitaremos en su lugar el Museo Botero. ¡Las obras de Fernando Botero, uno de los artistas colombianos más universales, seguro que os sorprenden! || || Tour privado por Bogotá || || Si preferís conocer Bogotá con un guía en exclusiva, podéis reservar el tour privado por Bogotá.	Aviatur	civitatis@aviatur.com	+57 3102090536	AVIATUR SAS | Calle 19 # 4-62, Bogotá, Colombia	https://www.civitatis.com/es/bogota/visita-guiada-bogota/	05-02-2026													
